id,name,email,city,state,zip,birth_date,latitude,longitude,source,dayduration,age
216,Josh Kilback,kilback-josh@yahoo.com,Cody,WY,82414,1969-10-17,44.6974,-109.61,Organic,3014,55
217,Annabelle Schmeler,schmeler.annabelle@gmail.com,Slayton,MN,56172,1977-08-10,44.0728,-95.7249,Facebook,2876,47
218,Stan Jacobson,jacobson.stan@gmail.com,St. Louis,MI,48880,1967-05-20,43.5027,-84.5067,Affiliate,2413,57
219,Isaias Spencer,isaias.spencer@gmail.com,Killingly,CT,6239,1995-12-26,41.7789,-71.8441,Google,2940,29
220,Bette Lang,bette-lang@gmail.com,Reva,SD,57651,1971-06-10,45.4232,-102.982,Organic,3127,53
221,Seth Goldner,goldner-seth@yahoo.com,Iowa City,IA,52240,1965-02-05,41.6073,-91.4476,Twitter,3009,59
222,Theodora Dibbert,theodora-dibbert@gmail.com,Chandler,MN,56122,1965-06-29,43.8482,-95.908,Twitter,2659,59
223,Frederik Bosco,frederik.bosco@yahoo.com,Fairbanks,AK,99701,1993-07-30,66.3724,-150.492,Twitter,2984,31
224,Pamela Murray,pamela-murray@hotmail.com,Danville,OH,43014,1996-08-03,40.4771,-82.2604,Organic,2787,28
225,Gunnar Doyle,doyle.gunnar@hotmail.com,Croswell,MI,48422,1995-09-14,43.3396,-82.6755,Facebook,2289,29
226,Breana Thiel,breana-thiel@gmail.com,Elbow Lake,MN,56531,1984-10-28,45.9052,-96.0413,Google,2511,40
227,Merl Yundt,yundt.merl@yahoo.com,Livingston,TX,77351,1964-03-06,30.7337,-94.9438,Google,3204,60
228,Estefania Leuschke,leuschke-estefania@yahoo.com,Galivants Ferry,SC,29544,1961-05-08,34.0708,-79.2102,Twitter,2713,63
229,Jewell Walker,jewell-walker@gmail.com,Berea,KY,40403,1972-02-16,37.5307,-84.3436,Organic,2305,52
230,Stacy Adams,adams.stacy@gmail.com,Wheeler,WI,54772,1988-03-03,45.0499,-91.9177,Affiliate,2574,36
231,Foster Marks,foster-marks@yahoo.com,Tucson,AZ,85739,1999-01-11,32.5546,-110.934,Affiliate,2980,25
232,Magnolia Hansen,hansen.magnolia@gmail.com,Von Ormy,TX,78073,1982-04-10,29.2315,-98.5867,Twitter,3162,42
233,Ulices Feil,feil-ulices@hotmail.com,Shubuta,MS,39360,1990-03-23,31.7875,-88.7971,Affiliate,2990,34
234,Bertrand Streich,streich-bertrand@gmail.com,Talkeetna,AK,99676,1967-04-13,62.1421,-149.911,Google,2413,57
235,Jerrod King,jerrod-king@yahoo.com,Ostrander,OH,43061,1959-06-28,40.2322,-83.1745,Google,2410,65
236,Doris Spencer,doris.spencer@yahoo.com,Piedmont,SC,29673,1986-12-01,34.716,-82.4691,Twitter,2507,38
237,Ernie Kohler,kohler.ernie@yahoo.com,Shapleigh,ME,4076,1986-09-02,43.6307,-70.8311,Facebook,2213,38
238,Derrick Walker,walker-derrick@yahoo.com,Pleasant Mount,PA,18453,1970-03-08,41.7372,-75.3112,Organic,3043,54
239,Glenna Runolfsson,runolfsson-glenna@hotmail.com,Sandy Level,VA,24161,1989-02-11,37.0106,-79.5713,Facebook,2240,35
240,Anais Douglas,douglas.anais@hotmail.com,Elkton,MD,21921,1984-11-24,39.6547,-75.8952,Twitter,2712,40
241,Christiana Boyle,boyle-christiana@gmail.com,Three Rivers,MI,49093,1988-05-25,42.0185,-85.5428,Twitter,2742,36
242,Jaylin Hudson,jaylin.hudson@yahoo.com,Woodstock,MN,56186,1992-07-26,44.0019,-96.0484,Facebook,2352,32
243,Paige Miller,miller.paige@gmail.com,Imperial,MO,63052,1999-02-10,38.3909,-90.4222,Google,3005,25
244,Jessika Funk,jessika.funk@yahoo.com,Bethune,SC,29009,1960-03-01,34.4423,-80.4121,Twitter,3062,64
245,Adonis Will,adonis.will@gmail.com,Hudson,KY,40145,1990-10-04,37.6376,-86.3101,Organic,2762,34
246,Francesca Gleason,francesca.gleason@gmail.com,Fall Creek,WI,54742,1970-05-01,44.8002,-91.1807,Affiliate,2174,54
247,Stella Abbott,stella-abbott@yahoo.com,Mount Sterling,OH,43143,1986-05-02,39.6529,-83.3396,Google,3184,38
248,Chanelle Cummings,cummings.chanelle@yahoo.com,Great Bend,KS,67530,1978-10-22,38.3649,-98.6733,Organic,2867,46
249,Neva Langworth,neva-langworth@yahoo.com,Holdingford,MN,56340,1994-10-01,45.7585,-94.4943,Twitter,2601,30
250,Antwon Pagac,antwon.pagac@yahoo.com,Rising Star,TX,76471,1994-11-29,32.1736,-98.9516,Google,2122,30
251,Dominique Bergnaum,dominique.bergnaum@gmail.com,Binghamton,NY,13901,1967-07-15,42.1824,-75.8417,Affiliate,2995,57
252,Delphia Denesik,denesik-delphia@hotmail.com,Carnesville,GA,30521,1966-10-16,34.4362,-83.2612,Google,2228,58
253,Kyla Zemlak,kyla-zemlak@hotmail.com,Hermosa,SD,57744,1977-11-23,43.8941,-103.123,Twitter,2884,47
254,Ramiro Green,ramiro-green@yahoo.com,Reynolds,IN,47980,1979-03-25,40.7652,-86.8898,Affiliate,2265,45
255,Hudson Jacobi,hudson.jacobi@hotmail.com,Axton,VA,24054,1972-02-29,36.7088,-79.6794,Affiliate,2575,52
256,Rupert Walsh,walsh-rupert@hotmail.com,Carlinville,IL,62626,1990-11-24,39.2996,-89.8231,Twitter,2526,34
257,Summer Aufderhar,summer.aufderhar@hotmail.com,Arlington,NE,68002,1960-12-23,41.4699,-96.3151,Facebook,2878,64
258,Melvin Upton,upton.melvin@gmail.com,Sprakers,NY,12166,1984-02-04,42.8194,-74.4285,Facebook,2485,40
259,Krystel Boyle,krystel.boyle@yahoo.com,Upton,WY,82730,1999-01-25,44.027,-104.733,Affiliate,2228,25
260,Lexie Franecki,franecki-lexie@gmail.com,Texarkana,AR,71854,1977-07-08,33.4952,-93.9308,Affiliate,2490,47
261,Jaden Cole,cole.jaden@gmail.com,Sandusky,MI,48471,1973-07-16,43.3446,-82.8239,Google,2993,51
262,Aaron Hand,hand.aaron@hotmail.com,Hardy,NE,68943,1964-05-17,40.0203,-97.8167,Twitter,2228,60
263,Ashlee Mertz,ashlee.mertz@gmail.com,Soddy-Daisy,TN,37379,1965-06-10,35.3402,-85.1264,Facebook,2286,59
264,Arno Bruen,bruen.arno@gmail.com,Hillsboro,ND,58045,1978-05-11,47.4284,-97.1743,Facebook,2142,46
265,Larry Weimann,larry.weimann@gmail.com,Gold Hill,OR,97525,1959-01-11,42.3842,-123.078,Google,3014,65
266,Beau Rutherford,rutherford-beau@yahoo.com,Blue Creek,OH,45616,1967-08-24,38.7161,-83.341,Google,2443,57
267,Rogers Bode,bode-rogers@hotmail.com,Perdido,AL,36562,1997-09-09,31.0491,-87.7168,Affiliate,2690,27
268,Marvin Hegmann,marvin-hegmann@hotmail.com,Pekin,IL,61554,1980-10-03,40.5113,-89.6241,Facebook,3158,44
269,Mara Prohaska,prohaska.mara@yahoo.com,Friona,TX,79035,1991-08-01,34.5312,-102.535,Twitter,2639,33
270,Chester Eichmann,eichmann.chester@hotmail.com,Arley,AL,35541,1994-12-05,34.079,-87.1614,Organic,2831,30
271,Aurore Ryan,aurore.ryan@gmail.com,Glendale,UT,84729,1959-04-09,37.3458,-112.624,Affiliate,2208,65
272,Roy Paucek,paucek.roy@gmail.com,Cedar Point,KS,66843,1970-02-09,38.1811,-96.7131,Facebook,2444,54
273,Jesus Bins,bins-jesus@hotmail.com,Hiawatha,KS,66434,1962-08-31,39.8391,-95.5969,Organic,2942,62
274,Cameron Strosin,strosin.cameron@gmail.com,Anamoose,ND,58710,1995-11-23,47.833,-100.318,Facebook,2669,29
275,Gabrielle Considine,gabrielle-considine@yahoo.com,Oconto Falls,WI,54154,1970-04-27,44.9365,-88.1927,Affiliate,3097,54
276,Abbie Ryan,abbie-ryan@hotmail.com,Sultan,WA,98294,1971-12-30,47.8536,-121.501,Facebook,2957,53
277,Ruthe Champlin,ruthe-champlin@gmail.com,Churchville,MD,21028,1967-06-10,39.5737,-76.2641,Affiliate,2736,57
278,Fredrick Gulgowski,fredrick-gulgowski@yahoo.com,Chesnee,SC,29323,1989-02-21,35.0742,-81.8662,Facebook,3167,35
279,Orville Effertz,orville-effertz@hotmail.com,Eldora,IA,50627,1969-08-27,42.3413,-93.0848,Organic,2822,55
280,Ryleigh Gleason,ryleigh.gleason@gmail.com,Kim,CO,81049,1996-08-18,37.4312,-103.446,Organic,2437,28
281,Marcelina Feest,feest.marcelina@hotmail.com,Maryville,TN,37803,1997-04-09,35.69,-83.9226,Facebook,2209,27
282,Breanna Hodkiewicz,breanna.hodkiewicz@hotmail.com,Grinnell,IA,50112,1962-04-10,41.7821,-92.688,Organic,2148,62
283,Stanford Feest,stanford-feest@gmail.com,Lakeview,MI,48850,1961-09-27,43.4605,-85.2399,Google,3111,63
284,Shyanne Hettinger,hettinger.shyanne@yahoo.com,Duchesne,UT,84021,1959-11-18,40.131,-110.679,Organic,2185,65
285,Okey Botsford,botsford.okey@hotmail.com,Keene,ND,58847,1970-09-09,47.9994,-102.977,Affiliate,3020,54
286,Pamela Jast,pamela-jast@hotmail.com,Edgerton,WI,53534,1982-03-22,42.9076,-89.065,Organic,2631,42
287,Alverta Reilly,reilly.alverta@yahoo.com,Boys Ranch,TX,79010,1997-06-30,35.4347,-102.261,Google,3058,27
288,Morgan Miller,miller.morgan@gmail.com,Tollhouse,CA,93667,1973-05-27,37.0366,-119.429,Facebook,2129,51
289,Lacey Dickinson,lacey.dickinson@hotmail.com,Mullin,TX,76864,2000-03-31,31.5684,-98.7032,Affiliate,2651,24
290,Lila Marks,marks.lila@gmail.com,Williamsport,IN,47993,1977-09-02,40.2804,-87.407,Organic,2150,47
291,Jovan Buckridge,buckridge-jovan@hotmail.com,Marshall,NC,28753,1986-02-28,35.9268,-82.6489,Affiliate,2689,38
292,Krystal Schaden,schaden-krystal@yahoo.com,Wasilla,AK,99654,1991-06-17,61.5292,-149.458,Affiliate,3183,33
293,Cornell Connelly,connelly.cornell@yahoo.com,Greene,IA,50636,1960-11-03,42.8487,-92.8694,Twitter,2579,64
294,Neil O'Connell,connell-o-neil@gmail.com,Philip,SD,57567,1974-07-10,43.8969,-101.761,Twitter,2696,50
295,Aliyah Pfannerstill,pfannerstill-aliyah@hotmail.com,Wasco,CA,93280,1968-01-21,35.5254,-119.464,Google,2904,56
296,Nellie Heller,heller-nellie@yahoo.com,Gray,ME,4039,1965-09-11,43.8726,-70.2876,Facebook,3083,59
297,Ryley Nader,nader-ryley@hotmail.com,Tomball,TX,77375,1962-08-24,30.0985,-95.6346,Twitter,2671,62
298,Bernhard Boyer,boyer-bernhard@yahoo.com,Trapper Creek,AK,99688,1964-03-01,62.3638,-150.348,Affiliate,2929,60
299,Delbert Borer,borer.delbert@hotmail.com,Cabot,PA,16023,1982-10-23,40.7841,-79.7983,Twitter,2570,42
300,Bryon Lakin,bryon.lakin@gmail.com,Valdosta,GA,31601,1999-07-14,30.7506,-83.232,Facebook,3186,25
301,Nichole Ledner,ledner-nichole@yahoo.com,Goodell,IA,50439,1998-03-25,42.9376,-93.6411,Organic,2331,26
302,Aubree Walter,aubree-walter@hotmail.com,Ruthven,IA,51358,1984-10-10,43.1187,-94.9136,Organic,2486,40
303,Orlando Kovacek,kovacek.orlando@hotmail.com,Oxford,MS,38655,1974-08-22,34.3884,-89.4442,Facebook,2398,50
304,Emmanuelle Sporer,sporer-emmanuelle@hotmail.com,Pembina,ND,58271,1970-11-12,48.805,-97.2063,Twitter,2975,54
305,Rebekah Dickinson,rebekah-dickinson@hotmail.com,Slate Hill,NY,10973,1967-06-14,41.3713,-74.5085,Facebook,2619,57
306,Louie Breitenberg,breitenberg-louie@gmail.com,Phenix City,AL,36869,1980-01-04,32.3738,-85.0685,Twitter,2369,44
307,Vladimir Kuphal,vladimir.kuphal@yahoo.com,Bremo Bluff,VA,23022,1959-06-03,37.7499,-78.2553,Google,2916,65
308,Kamille Bartell,kamille-bartell@gmail.com,Gibson,IA,50104,1999-08-08,41.51,-92.4001,Twitter,2941,25
309,Marilou Koss,marilou-koss@hotmail.com,Sturgis,SD,57785,1984-07-22,44.3994,-103.701,Facebook,2508,40
310,Libby Ledner,ledner-libby@yahoo.com,Creston,NC,28615,1977-05-23,36.443,-81.6218,Twitter,2719,47
311,Orlo Lueilwitz,lueilwitz.orlo@yahoo.com,Rebersburg,PA,16872,1987-07-10,40.9406,-77.4245,Facebook,2652,37
312,Lauren Lueilwitz,lueilwitz.lauren@yahoo.com,Sulligent,AL,35586,1960-11-29,33.7877,-88.228,Affiliate,2973,64
313,Miguel Reynolds,miguel-reynolds@gmail.com,Sand Point,AK,99661,1960-02-27,55.294,-160.679,Organic,2175,64
314,Tomas Mraz,mraz-tomas@gmail.com,Alexandria,SD,57311,1984-02-22,43.4903,-97.7438,Facebook,2217,40
315,Autumn Feeney,autumn.feeney@hotmail.com,Bridgeville,DE,19933,1994-01-22,38.7319,-75.5012,Organic,2286,30
316,Judd Hickle,judd-hickle@gmail.com,Valentine,NE,69201,1998-05-02,42.6917,-100.744,Affiliate,2729,26
317,Sibyl Bernier,sibyl.bernier@gmail.com,Akron,OH,44301,1992-02-18,41.0493,-81.5361,Affiliate,2230,32
318,Cassandre Daugherty,daugherty.cassandre@gmail.com,Walden,CO,80480,1973-06-14,40.7487,-106.611,Affiliate,2710,51
319,Alexa Marvin,alexa.marvin@gmail.com,O'Fallon,IL,62269,1963-11-03,38.654,-89.9497,Google,2162,61
320,Adriel Hudson,hudson.adriel@yahoo.com,Warren,MN,56762,1972-07-02,48.1697,-96.7452,Twitter,2753,52
321,Francesca Hammes,francesca.hammes@yahoo.com,Roswell,NM,88201,1980-01-10,33.53,-104.839,Organic,2155,44
322,Scot Rippin,scot-rippin@hotmail.com,Yuma,CO,80759,1985-03-02,40.2052,-102.717,Google,3187,39
323,Deja Schmeler,deja.schmeler@gmail.com,Paulsboro,NJ,8066,1986-02-17,39.8454,-75.2503,Affiliate,2155,38
324,Ardella Willms,willms-ardella@yahoo.com,Kim,CO,81049,1994-01-19,37.6252,-103.352,Facebook,3134,30
325,Orrin Lemke,lemke-orrin@yahoo.com,Erie,IL,61250,1983-04-20,41.6501,-90.1318,Twitter,2445,41
326,Clovis Homenick,homenick-clovis@yahoo.com,Avella,PA,15312,1993-06-01,40.205,-80.3959,Twitter,2251,31
327,Rosario Bradtke,bradtke.rosario@yahoo.com,Rankin,IL,60960,1960-08-12,40.3908,-87.9144,Organic,2280,64
328,Merle Blick,merle.blick@yahoo.com,Santa Maria,CA,93454,2000-02-19,34.8651,-120.296,Twitter,2546,24
329,Elwin Okuneva,elwin.okuneva@gmail.com,Blaine,TN,37709,1994-09-14,36.1709,-83.7152,Affiliate,3109,30
330,Edward McClure,edward.mcclure@gmail.com,Hermleigh,TX,79526,1975-12-24,32.5654,-100.8,Organic,2812,49
331,Max Reynolds,max.reynolds@gmail.com,Upson,WI,54565,1982-01-07,46.3313,-90.4063,Affiliate,2194,42
332,Kayley Klein,kayley.klein@hotmail.com,Fairbanks,AK,99709,1998-03-01,64.8469,-148.226,Twitter,2474,26
333,Floyd Lehner,floyd.lehner@hotmail.com,Inverness,CA,94937,2000-02-07,37.997,-122.993,Twitter,2342,24
334,Berneice Abbott,abbott-berneice@hotmail.com,Humboldt,NE,68376,1994-03-23,40.2127,-95.8462,Twitter,2377,30
335,Guy Wiegand,wiegand.guy@gmail.com,Flasher,ND,58535,1989-06-23,46.4302,-101.132,Facebook,2508,35
336,Wilhelmine Erdman,wilhelmine.erdman@gmail.com,Blue Ridge,VA,24064,1962-09-19,37.3296,-79.7311,Organic,2876,62
337,Adolph Tillman,tillman.adolph@gmail.com,Wadley,AL,36276,1961-07-18,33.0357,-85.5411,Facebook,2736,63
338,Ernie Bogan,bogan.ernie@gmail.com,Dixon,CA,95620,1990-01-22,38.4267,-121.652,Google,3043,34
339,Keagan Hirthe,hirthe-keagan@yahoo.com,East Dublin,GA,31027,1979-03-29,32.4891,-82.7934,Google,3026,45
340,Serenity Wolff,serenity.wolff@hotmail.com,Plymouth,IN,46563,1975-01-09,41.3328,-86.2218,Facebook,2201,49
341,Andrew Russel,russel-andrew@yahoo.com,Metairie,LA,70006,1982-09-03,30.0217,-90.1867,Twitter,3113,42
342,Lavinia Harber,harber.lavinia@yahoo.com,Powderly,TX,75473,1973-10-11,33.7379,-95.5021,Affiliate,3160,51
343,Angus Feest,feest-angus@gmail.com,White Plains,GA,30678,1992-04-25,33.4741,-83.0423,Google,2222,32
344,Ellsworth Stamm,ellsworth.stamm@gmail.com,Cazenovia,NY,13035,1982-03-16,42.9047,-75.781,Google,2242,42
345,Jayme Zulauf,zulauf-jayme@yahoo.com,Bolivar,NY,14715,1993-05-18,42.0515,-78.2052,Twitter,2567,31
346,Alene Abernathy,alene-abernathy@gmail.com,Monroe,TN,38573,1995-08-04,36.4509,-85.1597,Facebook,2611,29
347,Ola Gottlieb,gottlieb-ola@gmail.com,Rochelle,IL,61068,1971-06-25,41.9093,-89.0507,Affiliate,2214,53
348,Elmore Weissnat,weissnat.elmore@gmail.com,Le Flore,OK,74942,1986-03-11,34.8956,-94.9735,Organic,2869,38
349,Agustin Collins,collins-agustin@gmail.com,Roy,MT,59471,1981-06-10,47.3663,-108.518,Facebook,3142,43
350,Quentin Dickinson,quentin.dickinson@gmail.com,Brookline,VT,5345,1964-06-24,43.0283,-72.5981,Google,2917,60
351,Maudie Leannon,maudie.leannon@hotmail.com,Lake Odessa,MI,48849,1991-06-22,42.7842,-85.2515,Twitter,3178,33
352,Lowell Koelpin,koelpin-lowell@yahoo.com,Orlando,FL,32803,1963-07-25,28.5522,-81.3515,Affiliate,2559,61
353,Hulda Hintz,hintz.hulda@hotmail.com,Freeland,MI,48623,1970-12-19,43.4963,-84.0544,Facebook,2372,54
354,Molly Robel,robel-molly@hotmail.com,Lovell,WY,82431,1984-05-22,44.7162,-108.186,Facebook,2495,40
355,Jairo Schiller,schiller.jairo@yahoo.com,Pelahatchie,MS,39145,1999-06-21,32.203,-89.7955,Organic,2925,25
356,Meta Koelpin,meta-koelpin@gmail.com,Montello,WI,53949,1995-07-01,43.7774,-89.457,Twitter,2554,29
357,Raegan Witting,witting-raegan@gmail.com,Judith Gap,MT,59453,1984-08-02,46.6066,-109.565,Twitter,2324,40
358,Antonina Rolfson,antonina.rolfson@hotmail.com,Pine Mountain,GA,31822,1983-11-02,32.8635,-84.8624,Google,3010,41
359,Mattie Russel,mattie.russel@yahoo.com,Blanco,TX,78606,1974-08-10,30.128,-98.4837,Affiliate,2577,50
360,Stuart Wintheiser,stuart-wintheiser@hotmail.com,Jackson,MO,63755,1995-09-26,37.5582,-89.5358,Google,2354,29
361,Unique Balistreri,balistreri-unique@gmail.com,Collettsville,NC,28611,1971-01-02,35.997,-81.682,Twitter,3172,53
362,Jaqueline Waelchi,waelchi-jaqueline@hotmail.com,Harpster,OH,43323,1992-11-15,40.738,-83.2869,Affiliate,2245,32
363,Diana Marvin,marvin.diana@hotmail.com,King City,CA,93930,1983-01-11,36.185,-121.197,Google,2981,41
364,Geovanny Turcotte,geovanny.turcotte@hotmail.com,Sheldon,WI,54766,1977-12-15,45.3942,-90.9355,Google,2748,47
365,Sibyl Hettinger,sibyl-hettinger@hotmail.com,Hampton,NE,68843,1978-11-09,41.0168,-97.8283,Affiliate,2344,46
366,Justina Blanda,justina-blanda@yahoo.com,LaFollette,TN,37766,1978-10-07,36.2944,-84.0974,Facebook,2376,46
367,Gaetano Wilderman,gaetano.wilderman@yahoo.com,Circle,MT,59215,1966-12-07,47.551,-106.081,Affiliate,2255,58
368,Trudie Wisoky,wisoky.trudie@gmail.com,Laytonsville,MD,20882,1995-10-27,39.269,-77.1947,Google,2314,29
369,Alia O'Reilly,reilly-alia-o@hotmail.com,Chidester,AR,71726,1990-11-14,33.6958,-93.002,Facebook,2220,34
370,Lisette Roberts,lisette.roberts@hotmail.com,Philadelphia,MS,39350,1970-12-16,32.8553,-88.961,Affiliate,2935,54
371,Kimberly Braun,braun-kimberly@yahoo.com,Skipwith,VA,23968,1960-04-02,36.7203,-78.5599,Twitter,2886,64
372,Meagan Cremin,meagan.cremin@yahoo.com,Richlands,NC,28574,1977-12-03,34.7803,-77.6266,Facebook,2398,47
373,Dawson Kuvalis,dawson-kuvalis@gmail.com,Abiquiu,NM,87510,1990-03-09,36.3935,-106.49,Google,2544,34
374,Ryleigh Padberg,ryleigh-padberg@hotmail.com,Union Springs,NY,13160,1978-09-06,42.8718,-76.6304,Affiliate,2915,46
375,Ryder Kunde,kunde-ryder@yahoo.com,Helena,MT,59602,1997-11-30,46.7989,-112.18,Google,2410,27
376,Fanny Gutmann,gutmann.fanny@yahoo.com,Lagro,IN,46941,1969-03-13,40.8424,-85.7273,Twitter,2638,55
377,Prince Quitzon,prince.quitzon@yahoo.com,Great Falls,MT,59404,1981-11-22,47.469,-111.448,Organic,2477,43
378,Corbin Mertz,corbin.mertz@hotmail.com,Church Point,LA,70525,1971-03-21,30.326,-92.2038,Affiliate,2673,53
379,Theresia Johnston,theresia.johnston@yahoo.com,Ruffs Dale,PA,15679,1984-02-29,40.1861,-79.6712,Google,2184,40
380,Faustino Okuneva,faustino-okuneva@yahoo.com,Castine,ME,4421,1982-06-23,44.3998,-68.8101,Affiliate,3211,42
381,Trudie Koch,trudie.koch@yahoo.com,Orleans,IN,47452,1987-03-25,38.6913,-86.4017,Twitter,2838,37
382,Thaddeus Lindgren,thaddeus.lindgren@yahoo.com,Chiefland,FL,32626,1968-12-01,29.4371,-82.814,Twitter,2776,56
383,Phoebe Wintheiser,wintheiser-phoebe@yahoo.com,Egeland,ND,58331,1974-02-15,48.6167,-99.1286,Affiliate,2713,50
384,Tressie Smitham,tressie-smitham@yahoo.com,Pontotoc,MS,38863,1958-10-21,34.1911,-89.1203,Google,3096,66
385,Veda Raynor,veda.raynor@yahoo.com,False Pass,AK,99583,1995-06-24,54.8489,-163.407,Facebook,2992,29
386,Omer Kautzer,omer.kautzer@gmail.com,Copper Center,AK,99573,1965-02-12,61.2668,-145.283,Affiliate,3208,59
387,Selina O'Hara,selina.o.hara@gmail.com,Ukiah,CA,95482,1987-10-12,39.166,-123.381,Facebook,2485,37
388,Nicklaus Hahn,hahn-nicklaus@hotmail.com,Stanhope,IA,50246,1990-07-03,42.2819,-93.7431,Facebook,3037,34
389,Mellie Wolf,wolf.mellie@yahoo.com,Lawrence,NE,68957,1961-03-28,40.1801,-98.2325,Affiliate,2922,63
390,Brenna Hudson,brenna.hudson@hotmail.com,Ashton,ID,83420,1972-08-12,44.1041,-111.492,Organic,2491,52
391,Gilberto Mueller,gilberto-mueller@gmail.com,Parlin,CO,81239,1984-05-21,38.521,-106.677,Twitter,2740,40
392,Percival Schuppe,schuppe.percival@hotmail.com,Canton,GA,30114,1985-04-05,34.2581,-84.4209,Affiliate,2226,39
393,Sigurd Abernathy,sigurd-abernathy@yahoo.com,Mancelona,MI,49659,1962-10-20,44.8954,-85.0113,Twitter,3090,62
394,Rosario Thiel,thiel-rosario@gmail.com,Lonoke,AR,72086,1989-09-06,34.8236,-91.8406,Twitter,3152,35
395,Chet Blick,chet-blick@yahoo.com,Brooksville,FL,34614,1980-12-30,28.6706,-82.619,Google,2394,44
396,Alfred Parisian,parisian-alfred@gmail.com,Mitchell,SD,57301,1996-05-30,43.6585,-98.1352,Organic,3184,28
397,Lavern Botsford,lavern.botsford@hotmail.com,Townville,PA,16360,1960-05-21,41.7117,-79.9305,Twitter,3183,64
398,Norval Collins,norval-collins@gmail.com,Pelican Rapids,MN,56572,1999-08-15,46.5653,-96.1857,Organic,2649,25
399,Leilani Sanford,sanford.leilani@yahoo.com,Talkeetna,AK,99676,1977-10-28,62.1402,-149.912,Organic,2133,47
400,Benton Huel,benton.huel@gmail.com,Muscatine,IA,52761,1996-01-16,41.4294,-91.1866,Affiliate,2739,28
401,Mark Hane,hane.mark@gmail.com,Robbins,NC,27325,1983-05-11,35.4119,-79.5268,Twitter,2666,41
402,Carmella Cummerata,cummerata-carmella@hotmail.com,Batesville,AR,72501,1994-05-31,35.7832,-91.6198,Organic,2358,30
403,Andy Schmeler,andy.schmeler@gmail.com,Sutton,MA,1590,1987-02-19,42.106,-71.7159,Facebook,2123,37
404,Lolita Ferry,lolita.ferry@hotmail.com,Sunderland,MD,20689,1995-12-23,38.6433,-76.5584,Affiliate,2674,29
405,Gwen Ruecker,gwen-ruecker@gmail.com,Groton,NY,13073,1993-01-03,42.6078,-76.3542,Twitter,2611,31
406,Kacie Skiles,kacie-skiles@yahoo.com,Chancellor,SD,57015,1993-07-10,43.4861,-96.9791,Affiliate,2164,31
407,Liliane Blanda,blanda.liliane@gmail.com,Beaumont,TX,77705,1992-01-15,29.8558,-94.0979,Organic,2826,32
408,Drake Beahan,drake.beahan@hotmail.com,Bettles,AK,99726,1978-06-21,66.9246,-151.506,Organic,2581,46
409,Kenyon Watsica,watsica.kenyon@gmail.com,Lake Charles,LA,70607,1992-03-02,29.9929,-93.1544,Organic,2478,32
410,Donald Dietrich,donald.dietrich@gmail.com,North,SC,29112,1986-10-26,33.6012,-81.1554,Affiliate,2320,38
411,Ruthe Gibson,gibson.ruthe@hotmail.com,Fayetteville,NC,28306,1977-08-09,34.9607,-78.7813,Affiliate,2475,47
412,Earnestine Lockman,earnestine-lockman@hotmail.com,Eureka,CA,95503,1964-03-29,40.7585,-124.049,Facebook,2529,60
413,Joanne Osinski,osinski-joanne@gmail.com,Durango,CO,81301,1976-10-25,37.2884,-108.003,Facebook,2936,48
414,Casey Metz,metz.casey@yahoo.com,Canton,GA,30114,1960-05-17,34.2125,-84.6061,Google,2679,64
415,Orlo Champlin,orlo.champlin@gmail.com,Douglas,WY,82633,1976-12-27,43.4571,-105.455,Google,2255,48
416,Zoe Bernhard,zoe.bernhard@yahoo.com,Goetzville,MI,49736,1981-08-27,46.1527,-84.1175,Affiliate,2281,43
417,Rowan Hyatt,hyatt.rowan@hotmail.com,Coulterville,IL,62237,1995-11-15,38.2323,-89.667,Google,2602,29
418,Ella Koss,koss-ella@hotmail.com,Bulverde,TX,78163,1993-05-13,29.7621,-98.5691,Google,2464,31
419,Jaeden Cremin,cremin-jaeden@yahoo.com,Franklin,KY,42134,1989-07-24,36.7178,-86.4416,Google,2302,35
420,Crystel Mann,mann-crystel@yahoo.com,Tolna,ND,58380,1975-12-16,47.7602,-98.5808,Organic,2414,49
421,Arely Zulauf,zulauf.arely@yahoo.com,Fairmont,OK,73736,1963-08-06,36.3361,-97.6353,Facebook,2781,61
